wall_state,neel_state
-3.500000000000003,-0.8333333333333347
-3.497867377606193,-0.8322674484974415
-3.4914819161288526,-0.8290810948441516
-3.4808807052718476,-0.8238079725074876
-3.466125138368603,-0.816503578350996
-3.447300284580067,-0.8072442173775526
-3.4245140227624673,-0.796125651134308
-3.397895949508371,-0.7832614144671469
-3.3675960770337556,-0.768780839436947
-3.3337833394636855,-0.7528268316071813
-3.2966439286076485,-0.7355534490826467
-3.2563794824706975,-0.7171233384933298
-3.2132051514816604,-0.6977050844883318
-3.167347568710523,-0.6774705301883541
-3.1190427511760905,-0.6565921254418418
-3.068533959706245,-0.6352403576834339
-3.0160695447098775,-0.6135813167893605
-2.961900804663971,-0.5917744406860049
-2.906279883134139,-0.569970482752215
-2.8494577287608545,-0.5483097354473311
-2.791682140895856,-0.5269205373017405
-2.7331959215062316,-0.5059180826454828
-2.6742351516279066,-0.4854035454512266
-2.615027608098426,-0.46546352065891794
-2.5557913335869573,-0.4461697785520634
-2.496733370125315,-0.42757932037793817
-2.438048663484195,-0.4097347166347692
-2.3799191428903095,-0.39266470345259596
-2.3225129777963547,-0.3763850074069678
-2.265984010746541,-0.36089936503038406
-2.2104713628714703,-0.34620070029637395
-2.156099206237492,-0.3322724214821572
-2.102976695201165,-0.31908979807066656
-2.051198047106497,-0.3066213787016462
-2.00084276113175,-0.29483041256448783
-1.9519759628569926,-0.28367623895531113
-1.9046488611899242,-0.27311561288706027
-1.8588993036546984,-0.26310393851471797
-1.8147524157105155,-0.25359638657450184
-1.772221309709796,-0.24454887688320454
-1.7313078493121552,-0.23591891204434096
-1.6920034556171513,-0.2276662537045815
-1.654289941938772,-0.21975343784510276
-1.6181403649887136,-0.21214613053505568
-1.5835198812312155,-0.2048133301881173
-1.550386598286596,-0.19772742653358177
-1.5186924124601202,-0.190864130144336
-1.488383824724065,-0.18420228937901778
-1.4594027287517362,-0.17772361393933145
-1.4316871658625812,-0.17141232588210123
-1.4051720429595467,-0.1652547598466596
-1.3797898106984408,-0.1592389344696986
-1.3554711002030906,-0.15335411648914543
-1.3321453176110516,-0.14759039793099543
-1.3097411965891843,-0.1419383050888934
-1.2881873096858079,-0.1363884558193679
-1.26741253998052,-0.13093127907034008
-1.2473465149517589,-0.1255568076291576
-1.2279200048068408,-0.12025455191636561
-1.209065287714259,-0.11501345936259477
-1.190716484451365,-0.10982196058793685
-1.17280986494201,-0.1046681003527869
-1.1552841290214424,-0.0995397481580709
-1.1380806635436866,-0.09442488052539294
-1.1211437776557216,-0.0893119244592056
-1.10442091771949,-0.08419014944803123
-1.0878628629840912,-0.07905009365247885
-1.0714239027133656,-0.0738840086936154
-1.0550619950749416,-0.06868630672179235
-1.0387389077111124,-0.06345399322489233
-1.0224203395543359,-0.05818706932364294
-1.0060760231331278,-0.052888888084003605
-0.9896798063491816,-0.047566450623331535
-0.9732097125024606,-0.04223062945665436
-0.956647977205041,-0.03689630856950085
-0.9399810607612097,-0.031582432052483754
-0.9231996346034631,-0.026311955720479306
-0.906298540461722,-0.02111169889019611
-0.8892767211045659,-0.016012096324638587
-0.8721371217224816,-0.011046853190189148
-0.8548865613181958,-0.006252508630888463
-0.8375355738205903,-0.0016679161667790994
-0.8200982190371853,0.002666348504555313
-0.8025918639955444,0.0067086396485163055
-0.785036935684775,0.010416939200338624
-0.7674566466825186,0.013749584343749099
-0.7498766956282039,0.016666008386281843
-0.7323249449671644,0.01912747793672547
-0.7148310788305612,0.02109780944172759
-0.6974262443209336,0.022544048656937113
-0.6801426798319363,0.023437097595398713
-0.6630133343335455,0.023752274881239353
-0.6460714817921814,0.02346979719674933
-0.629350335061941,0.022575171591553478
-0.6128826636731444,0.02105949076020225
-0.5967004199541501,0.018919625918384784
-0.5808343778504819,0.016158314542161968
-0.5653137886519806,0.012784142900539985
-0.550166057606486,0.008811425930554137
-0.5354164450915171,0.0042599894992962385
-0.5210877956398459,-0.000845137602716043
-0.5072002976782667,-0.006474112552460224
-0.4937712763506114,-0.012592737160893399
-0.48081502126658915,-0.019162973842227315
-0.4683426504587498,-0.026143505442112094
-0.45636201125313763,-0.03349032492203567
-0.4448776181775745,-0.041157340756571195
-0.4338906274577753,-0.04909698416975942
-0.4233988470982836,-0.05726080499594998
-0.4133967810245206,-0.06560004396575819
-0.40387570528531963,-0.0740661705454447
-0.39482377389235784,-0.08261137704500711
-0.386226151512531,-0.09118902149646271
-0.37806516993888933,-0.09975401372434078
-0.37032050505044767,-0.10826314101796236
-0.36296937083463404,-0.11667533180239995
-0.3559867269897001,-0.12495185762714243
-0.34934549664748027,-0.13305647558817654
-0.34301679085688025,-0.14095551491672245
-0.3369701366407187,-0.14861791286089635
-0.3311737056766684,-0.15601520611937134
-0.3255945409489142,-0.16312148493357717
-0.3201987790612099,-0.16991331749307678
-0.3149518662836108,-0.17636965255462883
-0.3098187668126179,-0.18247170812705418
-0.30476416214565016,-0.18820285374934725
-0.2997526408932707,-0.19354849331548
-0.2947488787641087,-0.19849595461049513
-0.28971780884611076,-0.20303439075916177
-0.2846247826625533,-0.20715469769513814
-0.27943572279212403,-0.21084945058201568
-0.27411726810074033,-0.21411286090487036
-0.2686369128315045,-0.21694075474782037
-0.2629631409330356,-0.21933057162225178
-0.25706555707200407,-0.22128138215014448
-0.2509150157716531,-0.22279392197004239
-0.24448375004507583,-0.22387063844586969
-0.23774550075270684,-0.22451574614031833
-0.23067564771250534,-0.22473528657685346
-0.22325134333494365,-0.22453718756233337
-0.21545164925127316,-0.22393131727376064
-0.20725767606186216,-0.22292952841942237
-0.19865272596220393,-0.22154568805286562
-0.18962243761876546,-0.21979568902943025
-0.1801549322769135,-0.21769743962762061
-0.1702409597007592,-0.21527082848722678
-0.15987404218161166,-0.2125376627172917
-0.14905061451929325,-0.2095215777740124
-0.13777015758929972,-0.2062479184763535
-0.12603532286832758,-0.20274359129196462
-0.11385204510918762,-0.19903688876654563
-0.1012296402403593,-0.19515728766729187
-0.08818088552044812,-0.19113522304982392
-0.0747220790068559,-0.18700184102542042
-0.06087307550245258,-0.18278873349213687
-0.04665729632342752,-0.17852765849314023
-0.03210171048347632,-0.1742502501749059
-0.01723678520983185,-0.16998772253587516
-0.002096404089559911,-0.16577057128398856
0.013282248417345599,-0.16162827816229133
0.02885883687694335,-0.15758902205991604
0.04459005944997568,-0.15367940110676578
0.06042986684043966,-0.14992416976032755
0.07632971477233691,-0.14634599463901438
0.09223884857773257,-0.14296523254521437
0.10810461792269002,-0.13979973376006546
0.12387281916122114,-0.13686467328808338
0.13948806230208305,-0.13417241229052193
0.15489415910945653,-0.13173239147916027
0.1700345284457019,-0.1295510577546677
0.18485261461086538,-0.1276318248735158
0.19929231414647613,-0.12597506842258047
0.21329840635614494,-0.12457815487924903
0.22681698265675246,-0.12343550404539512
0.23979586981424048,-0.12253868367453229
0.25218504213826387,-0.12187653467120181
0.2639370178097418,-0.12143532483854627
0.2750072346925612,-0.12119892879189258
0.28535440123190053,-0.12114903135019554
0.2949408183618821,-0.12126535146961528
0.3037326687284775,-0.12152588359924942
0.31170026997248257,-0.12190715322153978
0.3188182893038024,-0.1223844832907264
0.3250659171232931,-0.12293226830156166
0.330426998002486,-0.12352425280480463
0.3348901179047806,-0.12413381133108838
0.33844864711405237,-0.12473422688378571
0.3411007389180514,-0.1252989654056399
0.3428492846646154,-0.12580194390262628
0.3437018263591342,-0.12621779020980092
0.3436704284930409,-0.12652209269482778
0.3427715112772106,-0.1266916385020851
0.3410256478937624,-0.12670463923043018
0.3384573287686595,-0.1265409431982806
0.33509469620049115,-0.12618223366935172
0.3309692529539751,-0.1256122125816989
0.32611554863729836,-0.12481676943466646
0.32057084782897194,-0.12378413503859456
0.3143747840022507,-0.12250501981965825
0.3075690033144272,-0.12097273629915141
0.30019680228675155,-0.11918330523855514
0.2923027633017814,-0.11713554476771568
0.2839323916930732,-0.11483114160537462
0.2751317580026986,-0.11227470325371128
0.2659471487412045,-0.10947378981815821
0.25642472870919886,-0.10643892388862104
0.24661021763687777,-0.10318357673709808
0.2365485835750979,-0.09972412895810223
0.22628375513658486,-0.09607980361971664
0.21585835434607045,-0.09227257002008313
0.20531345152077687,-0.08832701626943966
0.19468834327446202,-0.08427018915071742
0.18402035442531664,-0.08013140005734062
0.17334466429572082,-0.07594199626570347
0.16269415762465206,-0.07173509736742945
0.15209930007481742,-0.06754529735345145
0.14158803810873846,-0.06340833359377826
0.13118572283222157,-0.05936072477448079
0.1209150572600635,-0.055439380713789156
0.11079606634637709,-0.05168118785566035
0.10084608903855946,-0.04812257510270982
0.0910797915566092,-0.04479906547042256
0.08150920106433832,-0.04174481979014663
0.07214375888150265,-0.038992179329439165
0.06299039238086138,-0.03657121470679469
0.05405360471633777,-0.03450928882874361
0.04533558153222794,-0.032830641750123804
0.03683631380346983,-0.031556005337552186
0.028553735948209064,-0.030702255392277215
0.02048387833179169,-0.030282108458702307
0.012621033242082691,-0.030303869912815286
0.004957933356705219,-0.030771239101312985
-0.002514058358306537,-0.03168317630483002
-0.00980474848263263,-0.03303383515109644
-0.016924903998329466,-0.03481256283526517
-0.023886035604452627,-0.03700396914890015
-0.030700175087599535,-0.03958806391348651
-0.03737964852145076,-0.042540460998285214
-0.04393684725055791,-0.04583264571623602
-0.05038399879643102,-0.04943230107512407
-0.05673294000019846,-0.05330368715212349
-0.06299489487795129,-0.05740806679254899
-0.06918025980430226,-0.06170416993807618
-0.07529839874854055,-0.0661486881901965
-0.08135745135825828,-0.07069679072917025
-0.08736415671014802,-0.07530265244822733
-0.09332369552039627,-0.07991998513087509
-0.09923955352243907,-0.08450256269226507
-0.10511340857382234,-0.08900473191282984
-0.11094504384415566,-0.093381900696484
